"","matrix(sp_nm, dim(mySpeciesOcc)[1], 1)","pa","X","Y"
"7733","Akiapolauu",1,-155.3237102,19.78720004
"7734","Akiapolauu",1,-155.3238271,19.79591356
"7739","Akiapolauu",1,-155.3194159,19.50394463
"7743","Akiapolauu",1,-155.3237734,19.80994863
"7744","Akiapolauu",1,-155.3228771,19.74881039
"7748","Akiapolauu",1,-155.3194192,19.5175278
"7749","Akiapolauu",1,-155.3235464,19.80483094
"7751","Akiapolauu",1,-155.3194329,19.52716411
"7755","Akiapolauu",1,-155.3233789,19.81366555
"7762","Akiapolauu",1,-155.3187425,19.50748454
"7763","Akiapolauu",1,-155.3240117,19.87418367
"7770","Akiapolauu",1,-155.3187456,19.53039713
"7778","Akiapolauu",1,-155.3215984,19.74877279
"7783","Akiapolauu",1,-155.3221824,19.79566402
"7787","Akiapolauu",1,-155.3219161,19.78716917
"7789","Akiapolauu",1,-155.3180117,19.51768133
"7790","Akiapolauu",1,-155.3219311,19.7914949
"7792","Akiapolauu",1,-155.3180051,19.52723662
"7795","Akiapolauu",1,-155.3176769,19.50756142
"7796","Akiapolauu",1,-155.3183232,19.55284551
"7799","Akiapolauu",1,-155.318296,19.55427282
"7800","Akiapolauu",1,-155.318317,19.55574466
"7803","Akiapolauu",1,-155.3219428,19.81005373
"7805","Akiapolauu",1,-155.3216679,19.80491859
"7815","Akiapolauu",1,-155.317343,19.5302345
"7818","Akiapolauu",1,-155.3218997,19.85501115
"7829","Akiapolauu",1,-155.3164476,19.50417233
"7832","Akiapolauu",1,-155.3165361,19.51773637
"7834","Akiapolauu",1,-155.3206568,19.80757786
"7836","Akiapolauu",1,-155.3164941,19.52748178
"7840","Akiapolauu",1,-155.3200375,19.78723873
"7844","Akiapolauu",1,-155.3200129,19.79146563
"7845","Akiapolauu",1,-155.3200637,19.79562833
"7847","Akiapolauu",1,-155.3201394,19.81005911
"7849","Akiapolauu",1,-155.3164031,19.55448678
"7854","Akiapolauu",1,-155.3159677,19.5299812
"7858","Akiapolauu",1,-155.3198444,19.80485198
"7864","Akiapolauu",1,-155.319819,19.81363057
"7870","Akiapolauu",1,-155.3182591,19.71898598
"7871","Akiapolauu",1,-155.3202051,19.85531318
"7876","Akiapolauu",1,-155.3192486,19.80061508
"7878","Akiapolauu",1,-155.3151766,19.51791635
"7881","Akiapolauu",1,-155.3152373,19.52752499
"7884","Akiapolauu",1,-155.3149994,19.51483891
"7885","Akiapolauu",1,-155.3150121,19.51573286
"7886","Akiapolauu",1,-155.3149769,19.51392703
"7887","Akiapolauu",1,-155.3149546,19.5130332
"7892","Akiapolauu",1,-155.3184078,19.78735922
"7894","Akiapolauu",1,-155.3146472,19.53023293
"7901","Akiapolauu",1,-155.3155119,19.60144319
"7903","Akiapolauu",1,-155.3182837,19.79592237
"7909","Akiapolauu",1,-155.3140471,19.5148511
"7910","Akiapolauu",1,-155.3140598,19.51574505
"7911","Akiapolauu",1,-155.3140246,19.51393922
"7912","Akiapolauu",1,-155.3140023,19.51304539
"7913","Akiapolauu",1,-155.3180001,19.79149175
"7914","Akiapolauu",1,-155.31398,19.51214254
"7926","Akiapolauu",1,-155.3138563,19.52754268
"7930","Akiapolauu",1,-155.3136248,19.51797235
"7931","Akiapolauu",1,-155.3184821,19.85563364
"7932","Akiapolauu",1,-155.3187392,19.87528196
"7933","Akiapolauu",1,-155.3178337,19.81359315
"7937","Akiapolauu",1,-155.3175308,19.80059222
"7943","Akiapolauu",1,-155.3164741,19.74863146
"7944","Akiapolauu",1,-155.3130948,19.51486329
"7945","Akiapolauu",1,-155.3131075,19.51575724
"7946","Akiapolauu",1,-155.3130723,19.5139514
"7948","Akiapolauu",1,-155.3132983,19.53049406
"7949","Akiapolauu",1,-155.3130277,19.51215472
"7953","Akiapolauu",1,-155.3132717,19.53799046
"7960","Akiapolauu",1,-155.3166872,19.79175262
"7966","Akiapolauu",1,-155.3164313,19.795829
"7969","Akiapolauu",1,-155.3125236,19.52760489
"7974","Akiapolauu",1,-155.3121425,19.51487547
"7975","Akiapolauu",1,-155.3121552,19.51576942
"7977","Akiapolauu",1,-155.31212,19.51396359
"7978","Akiapolauu",1,-155.3120977,19.51306976
"7979","Akiapolauu",1,-155.3120754,19.5121669
"7983","Akiapolauu",1,-155.3125748,19.55526741
"7985","Akiapolauu",1,-155.3161229,19.8048461
"7986","Akiapolauu",1,-155.3163588,19.82112621
"7988","Akiapolauu",1,-155.3119563,19.51785822
"7991","Akiapolauu",1,-155.3119882,19.53080887
"7992","Akiapolauu",1,-155.3169536,19.87591029
"7996","Akiapolauu",1,-155.316501,19.85593034
"7997","Akiapolauu",1,-155.3156813,19.80070652
"7999","Akiapolauu",1,-155.3158419,19.81377253
"8000","Akiapolauu",1,-155.3118529,19.53803572
"8008","Akiapolauu",1,-155.3111902,19.51488765
"8009","Akiapolauu",1,-155.3112029,19.5157816
"8010","Akiapolauu",1,-155.3111677,19.51397576
"8011","Akiapolauu",1,-155.3111454,19.51308193
"8012","Akiapolauu",1,-155.3111231,19.51217908
"8019","Akiapolauu",1,-155.311035,19.5180416
"8024","Akiapolauu",1,-155.3146317,19.78750751
"8028","Akiapolauu",1,-155.3108571,19.5309859
"8031","Akiapolauu",1,-155.3107065,19.52776361
"8035","Akiapolauu",1,-155.3144204,19.79599053
"8037","Akiapolauu",1,-155.3143094,19.79161185
"8038","Akiapolauu",1,-155.314489,19.81062917
"8039","Akiapolauu",1,-155.3146236,19.82057976
"8042","Akiapolauu",1,-155.31386,19.7750364
"8045","Akiapolauu",1,-155.3142632,19.80491536
"8049","Akiapolauu",1,-155.309783,19.50835784
"8050","Akiapolauu",1,-155.3139778,19.8010176
"8055","Akiapolauu",1,-155.3140746,19.81364192
"8056","Akiapolauu",1,-155.3097752,19.51786804
"8074","Akiapolauu",1,-155.3091617,19.52764789
"8075","Akiapolauu",1,-155.3128702,19.7877561
"8077","Akiapolauu",1,-155.3128629,19.79187442
"8087","Akiapolauu",1,-155.3127118,19.81046254
"8091","Akiapolauu",1,-155.3124561,19.79607919
"8095","Akiapolauu",1,-155.312422,19.80493922
"8102","Akiapolauu",1,-155.3080942,19.51754632
"8105","Akiapolauu",1,-155.3120663,19.80079851
"8108","Akiapolauu",1,-155.3120707,19.81364079
"8118","Akiapolauu",1,-155.3111112,19.77495455
"8125","Akiapolauu",1,-155.3072738,19.52751847
"8128","Akiapolauu",1,-155.3069632,19.50832158
"8132","Akiapolauu",1,-155.3108502,19.7879448
"8136","Akiapolauu",1,-155.3067912,19.51768036
"8137","Akiapolauu",1,-155.310828,19.80490567
"8138","Akiapolauu",1,-155.3106925,19.79618329
"8140","Akiapolauu",1,-155.308287,19.63206192
"8144","Akiapolauu",1,-155.3106449,19.81006484
"8146","Akiapolauu",1,-155.3062665,19.50486239
"8156","Akiapolauu",1,-155.3099492,19.78633083
"8157","Akiapolauu",1,-155.3101487,19.80081429
"8162","Akiapolauu",1,-155.3102498,19.81376371
"8163","Akiapolauu",1,-155.3103547,19.82102342
"8180","Akiapolauu",1,-155.3093583,19.79034832
"8182","Akiapolauu",1,-155.3070098,19.63206024
"8183","Akiapolauu",1,-155.3092829,19.79173107
"8186","Akiapolauu",1,-155.3052488,19.51772713
"8193","Akiapolauu",1,-155.3089582,19.79303576
"8204","Akiapolauu",1,-155.3096943,19.85651541
"8209","Akiapolauu",1,-155.3087846,19.79621699
"8210","Akiapolauu",1,-155.3089621,19.80983374
"8212","Akiapolauu",1,-155.3088269,19.80509411
"8213","Akiapolauu",1,-155.3085247,19.78613249
"8217","Akiapolauu",1,-155.3083246,19.78747169
"8229","Akiapolauu",1,-155.3081244,19.78881089
"8230","Akiapolauu",1,-155.3082608,19.80091095
"8231","Akiapolauu",1,-155.3057421,19.63206746
"8232","Akiapolauu",1,-155.3083517,19.81382439
"8234","Akiapolauu",1,-155.3079243,19.7901501
"8237","Akiapolauu",1,-155.3085051,19.83237245
"8238","Akiapolauu",1,-155.3039721,19.51769825
"8241","Akiapolauu",1,-155.3077243,19.79149833
"8248","Akiapolauu",1,-155.3075241,19.79283754
"8252","Akiapolauu",1,-155.3073004,19.78459493
"8253","Akiapolauu",1,-155.30724,19.78503824
"8262","Akiapolauu",1,-155.3071098,19.78593401
"8272","Akiapolauu",1,-155.3069097,19.78727321
"8277","Akiapolauu",1,-155.3068397,19.78771664
"8278","Akiapolauu",1,-155.3071644,19.81023629
"8279","Akiapolauu",1,-155.3068986,19.79644004
"8282","Akiapolauu",1,-155.3072297,19.82137091
"8285","Akiapolauu",1,-155.3067096,19.78862145
"8287","Akiapolauu",1,-155.306881,19.80514635
"8290","Akiapolauu",1,-155.3065095,19.78996065
"8294","Akiapolauu",1,-155.3077108,19.87840552
"8296","Akiapolauu",1,-155.3065526,19.8008969
"8300","Akiapolauu",1,-155.3063093,19.79129985
"8301","Akiapolauu",1,-155.3060446,19.77490256
"8303","Akiapolauu",1,-155.3065512,19.81403732
"8304","Akiapolauu",1,-155.3021257,19.50502352
"8310","Akiapolauu",1,-155.3061092,19.79263906
"8315","Akiapolauu",1,-155.3058664,19.78439668
"8318","Akiapolauu",1,-155.3059091,19.79398729
"8324","Akiapolauu",1,-155.3056664,19.78574492
"8326","Akiapolauu",1,-155.3056074,19.79158888
"8328","Akiapolauu",1,-155.3063094,19.84223582
"8330","Akiapolauu",1,-155.3054662,19.78708412
"8335","Akiapolauu",1,-155.305346,19.78800686
"8337","Akiapolauu",1,-155.3014944,19.52770056
"8346","Akiapolauu",1,-155.3051723,19.79648942
"8348","Akiapolauu",1,-155.3050659,19.78976253
"8353","Akiapolauu",1,-155.3048137,19.77489134
"8356","Akiapolauu",1,-155.3052212,19.81047814
"8362","Akiapolauu",1,-155.3048657,19.79110173
"8363","Akiapolauu",1,-155.3050489,19.80514292
"8365","Akiapolauu",1,-155.3056877,19.85139244
"8366","Akiapolauu",1,-155.3052255,19.82136069
"8368","Akiapolauu",1,-155.3059717,19.87895186
"8370","Akiapolauu",1,-155.3046657,19.79244997
"8372","Akiapolauu",1,-155.3047356,19.80061329
"8375","Akiapolauu",1,-155.3044707,19.78420697
"8378","Akiapolauu",1,-155.3048568,19.81366183
"8380","Akiapolauu",1,-155.3044655,19.79378917
"8381","Akiapolauu",1,-155.3042706,19.78554617
"8383","Akiapolauu",1,-155.3045077,19.80797667
"8386","Akiapolauu",1,-155.3040705,19.7868944
"8390","Akiapolauu",1,-155.3045875,19.83270308
"8393","Akiapolauu",1,-155.3038704,19.78823361
"8396","Akiapolauu",1,-155.303583,19.77488914
"8397","Akiapolauu",1,-155.3045203,19.84326141
"8401","Akiapolauu",1,-155.3036702,19.78957281
"8410","Akiapolauu",1,-155.3039652,19.82132278
"8416","Akiapolauu",1,-155.3034175,19.79654818
"8422","Akiapolauu",1,-155.3030558,19.78400845
"8423","Akiapolauu",1,-155.3040171,19.85203719
"8428","Akiapolauu",1,-155.3032943,19.81052107
"8430","Akiapolauu",1,-155.3031499,19.8051313
"8432","Akiapolauu",1,-155.3028557,19.78534766
"8437","Akiapolauu",1,-155.3028926,19.80051966
"8438","Akiapolauu",1,-155.3040318,19.87947369
"8439","Akiapolauu",1,-155.3026555,19.78668686
"8442","Akiapolauu",1,-155.3023427,19.77488705
"8444","Akiapolauu",1,-155.3024554,19.78803509
"8445","Akiapolauu",1,-155.2981495,19.49458851
"8454","Akiapolauu",1,-155.3022552,19.7893743
"8458","Akiapolauu",1,-155.302675,19.83244781
"8459","Akiapolauu",1,-155.302055,19.7907135
"8461","Akiapolauu",1,-155.3028166,19.84359049
"8465","Akiapolauu",1,-155.3029207,19.85741589
"8472","Akiapolauu",1,-155.3016506,19.78381884
"8473","Akiapolauu",1,-155.3021466,19.82160815
"8477","Akiapolauu",1,-155.3016548,19.79340093
"8479","Akiapolauu",1,-155.3016723,19.7966068
"8482","Akiapolauu",1,-155.3014504,19.78515804
"8486","Akiapolauu",1,-155.3022592,19.85258372
"8488","Akiapolauu",1,-155.3012502,19.78649724
"8491","Akiapolauu",1,-155.3013385,19.80524496
"8493","Akiapolauu",1,-155.30105,19.78783645
"8500","Akiapolauu",1,-155.3008498,19.78917565
"8501","Akiapolauu",1,-155.3011988,19.81343809
"8506","Akiapolauu",1,-155.3021129,19.88343611
"8511","Akiapolauu",1,-155.301755,19.87122156
"8519","Akiapolauu",1,-155.3016839,19.88215923
"8521","Akiapolauu",1,-155.3002261,19.7836114
"8522","Akiapolauu",1,-155.3012967,19.85798777
"8524","Akiapolauu",1,-155.300549,19.80807288
"8525","Akiapolauu",1,-155.3010312,19.8442096
"8528","Akiapolauu",1,-155.3008453,19.83263399
"8531","Akiapolauu",1,-155.2998812,19.77487357
"8532","Akiapolauu",1,-155.3000258,19.7849506
"8535","Akiapolauu",1,-155.3012452,19.88086442
"8536","Akiapolauu",1,-155.3003755,19.82187484
"8540","Akiapolauu",1,-155.3007389,19.85306395
"8542","Akiapolauu",1,-155.2998976,19.79661159
"8548","Akiapolauu",1,-155.299823,19.80536383
"8551","Akiapolauu",1,-155.3008161,19.8795785
"8553","Akiapolauu",1,-155.2996617,19.80077804
"8555","Akiapolauu",1,-155.2994254,19.78897723
"8557","Akiapolauu",1,-155.3007536,19.88384203
"8563","Akiapolauu",1,-155.2992251,19.79031644
"8566","Akiapolauu",1,-155.3003775,19.87829272
"8569","Akiapolauu",1,-155.2954343,19.53836255
"8572","Akiapolauu",1,-155.2992709,19.80810741
"8575","Akiapolauu",1,-155.3003151,19.88256527
"8584","Akiapolauu",1,-155.299958,19.87700668
"8586","Akiapolauu",1,-155.2998763,19.88127045
"8592","Akiapolauu",1,-155.299188,19.84479331
"8595","Akiapolauu",1,-155.2988125,19.82202141
"8596","Akiapolauu",1,-155.298325,19.79208008
"8598","Akiapolauu",1,-155.2992204,19.85498913
"8602","Akiapolauu",1,-155.2994474,19.87999356
"8603","Akiapolauu",1,-155.2986698,19.82801999
"8607","Akiapolauu",1,-155.2989538,19.85371014
"8608","Akiapolauu",1,-155.2993848,19.88425709
"8619","Akiapolauu",1,-155.2990088,19.87870777
"8620","Akiapolauu",1,-155.2979314,19.80520756
"8624","Akiapolauu",1,-155.2974196,19.77486006
"8625","Akiapolauu",1,-155.2989462,19.88297129
"8626","Akiapolauu",1,-155.2984764,19.85237967
"8631","Akiapolauu",1,-155.2988305,19.88090465
"8633","Akiapolauu",1,-155.2985891,19.8774127
"8634","Akiapolauu",1,-155.2976463,19.81325807
"8636","Akiapolauu",1,-155.2981044,19.85106592
"8638","Akiapolauu",1,-155.2985171,19.88168538
"8645","Akiapolauu",1,-155.2979789,19.85892468
"8648","Akiapolauu",1,-155.297832,19.85535022
"8649","Akiapolauu",1,-155.2977324,19.84976119
"8653","Akiapolauu",1,-155.2980881,19.88039946
"8661","Akiapolauu",1,-155.2980159,19.88466311
"8662","Akiapolauu",1,-155.2970578,19.82210723
"8664","Akiapolauu",1,-155.29746,19.85404549
"8665","Akiapolauu",1,-155.2973603,19.84844742
"8668","Akiapolauu",1,-155.2970468,19.83262876
"8669","Akiapolauu",1,-155.2964652,19.79679122
"8670","Akiapolauu",1,-155.2976495,19.87911366
"8680","Akiapolauu",1,-155.297587,19.88338622
"8683","Akiapolauu",1,-155.2961912,19.78833245
"8689","Akiapolauu",1,-155.29723,19.87782761
"8692","Akiapolauu",1,-155.2961401,19.80538413
"8694","Akiapolauu",1,-155.2971562,19.8813146
"8695","Akiapolauu",1,-155.296716,19.851427
"8696","Akiapolauu",1,-155.2961226,19.81081214
"8704","Akiapolauu",1,-155.2964433,19.85569325
"8710","Akiapolauu",1,-155.2957558,19.81318305
"8711","Akiapolauu",1,-155.2967192,19.88080546
"8713","Akiapolauu",1,-155.2962961,19.85938891
"8714","Akiapolauu",1,-155.2964861,19.87258105
"8716","Akiapolauu",1,-155.2961024,19.84924935
"8718","Akiapolauu",1,-155.2960714,19.85438851
"8720","Akiapolauu",1,-155.2959816,19.84880838
"8732","Akiapolauu",1,-155.2962181,19.88379222
"8736","Akiapolauu",1,-155.2957582,19.85517826
"8737","Akiapolauu",1,-155.2956993,19.85307475
"8738","Akiapolauu",1,-155.292104,19.60262768
"8742","Akiapolauu",1,-155.2951497,19.82214081
"8746","Akiapolauu",1,-155.2958611,19.87823361
"8752","Akiapolauu",1,-155.2957794,19.88249739
"8753","Akiapolauu",1,-155.2953274,19.85177001
"8757","Akiapolauu",1,-155.2944253,19.80557777
"8760","Akiapolauu",1,-155.2950547,19.85603626
"8761","Akiapolauu",1,-155.2954145,19.88168929
"8763","Akiapolauu",1,-155.2949553,19.85045624
"8764","Akiapolauu",1,-155.2942283,19.80049569
"8766","Akiapolauu",1,-155.2953504,19.88121146
"8769","Akiapolauu",1,-155.2942548,19.81098969
"8770","Akiapolauu",1,-155.2952877,19.885475
"8775","Akiapolauu",1,-155.2946828,19.85473152
"8776","Akiapolauu",1,-155.294593,19.84915138
"8784","Akiapolauu",1,-155.2946042,19.85988936
"8791","Akiapolauu",1,-155.2948588,19.8841981
"8792","Akiapolauu",1,-155.2943107,19.85341776
"8793","Akiapolauu",1,-155.290704,19.60269064
"8796","Akiapolauu",1,-155.2942897,19.85859292
"8800","Akiapolauu",1,-155.2945018,19.87863948
"8802","Akiapolauu",1,-155.2941079,19.85591298
"8806","Akiapolauu",1,-155.2944201,19.88290326
"8808","Akiapolauu",1,-155.2939388,19.85211302
"8816","Akiapolauu",1,-155.2934226,19.8327928
"8818","Akiapolauu",1,-155.2938413,19.86458639
"8822","Akiapolauu",1,-155.2935668,19.85080827
"8825","Akiapolauu",1,-155.2939912,19.88162636
"8826","Akiapolauu",1,-155.2928797,19.80826185
"8830","Akiapolauu",1,-155.2934852,19.85574941
"8832","Akiapolauu",1,-155.2926533,19.80578115
"8838","Akiapolauu",1,-155.2931948,19.8494945
"8839","Akiapolauu",1,-155.2924644,19.80059059
"8842","Akiapolauu",1,-155.2935526,19.88034055
"8851","Akiapolauu",1,-155.293022,19.85938592
"8854","Akiapolauu",1,-155.292893,19.85638921
"8856","Akiapolauu",1,-155.2927459,19.84747728
"8859","Akiapolauu",1,-155.2891991,19.60275493
"8860","Akiapolauu",1,-155.293133,19.87904546
"8864","Akiapolauu",1,-155.2920379,19.81343854
"8871","Akiapolauu",1,-155.2924084,19.85720826
"8889","Akiapolauu",1,-155.2915875,19.82861685
"8890","Akiapolauu",1,-155.291611,19.83291543
"8891","Akiapolauu",1,-155.2919156,19.85546254
"8894","Akiapolauu",1,-155.291368,19.81929941
"8897","Akiapolauu",1,-155.292209,19.88316656
"8902","Akiapolauu",1,-155.2916645,19.85458974
"8905","Akiapolauu",1,-155.2907552,19.80050415
"8908","Akiapolauu",1,-155.2907711,19.81094411
"8912","Akiapolauu",1,-155.2912791,19.85699701
"8914","Akiapolauu",1,-155.2913244,19.86081664
"8917","Akiapolauu",1,-155.2912709,19.85842405
"8920","Akiapolauu",1,-155.2910729,19.84795938
"8927","Akiapolauu",1,-155.2910199,19.85756028
"8928","Akiapolauu",1,-155.2911845,19.87432916
"8931","Akiapolauu",1,-155.2902188,19.81368767
"8934","Akiapolauu",1,-155.2906574,19.85624637
"8938","Akiapolauu",1,-155.2905271,19.85581455
"8941","Akiapolauu",1,-155.2895906,19.79713234
"8943","Akiapolauu",1,-155.2904324,19.86052104
"8945","Akiapolauu",1,-155.2898733,19.8222086
"8948","Akiapolauu",1,-155.2898523,19.82873848
"8952","Akiapolauu",1,-155.2897797,19.83299314
"8953","Akiapolauu",1,-155.2904883,19.8836764
"8956","Akiapolauu",1,-155.2900605,19.85921629
"8960","Akiapolauu",1,-155.2899396,19.85877532
"8970","Akiapolauu",1,-155.2897029,19.8575772
"8973","Akiapolauu",1,-155.2894874,19.84854872
"8976","Akiapolauu",1,-155.2895937,19.86127239
"8986","Akiapolauu",1,-155.2894058,19.8747765
"8987","Akiapolauu",1,-155.2884259,19.81376485
"8998","Akiapolauu",1,-155.288213,19.82288918
"9001","Akiapolauu",1,-155.2885726,19.85397922
"9007","Akiapolauu",1,-155.2885415,19.85912744
"9010","Akiapolauu",1,-155.2885526,19.86455508
"9013","Akiapolauu",1,-155.2887743,19.88397842
"9014","Akiapolauu",1,-155.2879481,19.83305277
"9020","Akiapolauu",1,-155.287903,19.84921932
"9021","Akiapolauu",1,-155.2872379,19.80609445
"9025","Akiapolauu",1,-155.2879871,19.86173556
"9028","Akiapolauu",1,-155.2878623,19.85769116
"9031","Akiapolauu",1,-155.2877976,19.8565089
"9048","Akiapolauu",1,-155.2872351,19.8645449
"9056","Akiapolauu",1,-155.2862867,19.82299516
"9061","Akiapolauu",1,-155.286629,19.85822177
"9062","Akiapolauu",1,-155.2870033,19.88430824
"9071","Akiapolauu",1,-155.2863424,19.86219921
"9072","Akiapolauu",1,-155.2861483,19.84999143
"9084","Akiapolauu",1,-155.2859518,19.87557047
"9100","Akiapolauu",1,-155.2849655,19.85870371
"9104","Akiapolauu",1,-155.2846946,19.8504526
"9109","Akiapolauu",1,-155.28466,19.86269945
"9123","Akiapolauu",1,-155.284296,19.87593491
"9135","Akiapolauu",1,-155.2836657,19.88524519
"9145","Akiapolauu",1,-155.2829672,19.86314562
"9167","Akiapolauu",1,-155.2820107,19.88567283
"9174","Akiapolauu",1,-155.2807921,19.83318054
"9188","Akiapolauu",1,-155.2808125,19.87666595
"9760","Akiapolauu",1,-155.2500255,19.57021073
"9786","Akiapolauu",1,-155.2490055,19.57017829
"9932","Akiapolauu",1,-155.2423782,19.5394897
"11823","Akiapolauu",1,-155.310698,19.905081
"11824","Akiapolauu",1,-155.315559,19.887437
"1421","Akikiki",1,-159.615824,22.14706689
"150","Akikiki",1,-159.6147176,22.14688135
"151","Akikiki",1,-159.614531,22.1441086
"1601","Akikiki",1,-159.6121388,22.1492941
"164","Akikiki",1,-159.6103642,22.12906449
"1651","Akikiki",1,-159.6102429,22.14817195
"1701","Akikiki",1,-159.6084748,22.14743776
"173","Akikiki",1,-159.607201,22.14891506
"249","Akikiki",1,-159.591694,22.12328818
"295","Akikiki",1,-159.5815692,22.11804864
"3031","Akikiki",1,-159.5802157,22.1142501
"3181","Akikiki",1,-159.5765723,22.11952988
"3221","Akikiki",1,-159.5757472,22.11450983
"3301","Akikiki",1,-159.5733487,22.11360582
"331","Akikiki",1,-159.5733548,22.11989354
"3361","Akikiki",1,-159.5723851,22.11987887
"340","Akikiki",1,-159.571208,22.11408309
"3451","Akikiki",1,-159.5697647,22.11440433
"3491","Akikiki",1,-159.5684642,22.11409267
"352","Akikiki",1,-159.5675965,22.12740294
"3561","Akikiki",1,-159.5669098,22.06230528
"363","Akikiki",1,-159.5661259,22.11364908
"364","Akikiki",1,-159.5660325,22.11453475
"366","Akikiki",1,-159.5658224,22.11533952
"3681","Akikiki",1,-159.5651306,22.1144927
"3711","Akikiki",1,-159.5649849,22.12415971
"3741","Akikiki",1,-159.5640643,22.11453253
"3751","Akikiki",1,-159.5640799,22.12334074
"3771","Akikiki",1,-159.5640559,22.12217542
"3781","Akikiki",1,-159.5637771,22.06418618
"3791","Akikiki",1,-159.563981,22.11798385
"3831","Akikiki",1,-159.5632275,22.11377655
"3851","Akikiki",1,-159.5627323,22.118476
"3881","Akikiki",1,-159.5626317,22.12000311
"3931","Akikiki",1,-159.5618452,22.11237198
"3941","Akikiki",1,-159.5618107,22.1085597
"3961","Akikiki",1,-159.5616024,22.10737694
"3971","Akikiki",1,-159.561495,22.10964488
"398","Akikiki",1,-159.5612525,22.06792598
