"","matrix(sp_nm, dim(mySpeciesOcc)[1], 1)","pa","X","Y"
"12845","Hawaii_Amakihi",1,-156.2506983,20.68015262
"12846","Hawaii_Amakihi",1,-156.2503787,20.67925373
"12847","Hawaii_Amakihi",1,-156.2479143,20.81227893
"12849","Hawaii_Amakihi",1,-156.2475601,20.81327535
"12850","Hawaii_Amakihi",1,-156.2499584,20.67809143
"128511","Hawaii_Amakihi",1,-156.2496936,20.67734689
"12853","Hawaii_Amakihi",1,-156.246834,20.81518665
"12854","Hawaii_Amakihi",1,-156.249311,20.6762213
"12855","Hawaii_Amakihi",1,-156.246411,20.81627224
"12856","Hawaii_Amakihi",1,-156.2488916,20.67500483
"12857","Hawaii_Amakihi",1,-156.2486911,20.67442383
"12858","Hawaii_Amakihi",1,-156.248398,20.67365176
"12859","Hawaii_Amakihi",1,-156.245765,20.81800426
"12860","Hawaii_Amakihi",1,-156.2479784,20.67245335
"12861","Hawaii_Amakihi",1,-156.2452622,20.81925107
"12862","Hawaii_Amakihi",1,-156.2476234,20.67139139
"12863","Hawaii_Amakihi",1,-156.2447596,20.82048885
"12864","Hawaii_Amakihi",1,-156.2472401,20.67030189
"12865","Hawaii_Amakihi",1,-156.2442568,20.82173565
"12866","Hawaii_Amakihi",1,-156.2469477,20.66949372
"12867","Hawaii_Amakihi",1,-156.2438626,20.82282169
"12868","Hawaii_Amakihi",1,-156.2466204,20.6684954
"12869","Hawaii_Amakihi",1,-156.2433273,20.82426658
"12870","Hawaii_Amakihi",1,-156.2461376,20.6670793
"12871","Hawaii_Amakihi",1,-156.2457808,20.66611662
"12872","Hawaii_Amakihi",1,-156.2428263,20.8254141
"12873","Hawaii_Amakihi",1,-156.2452608,20.66463673
"12874","Hawaii_Amakihi",1,-156.2422857,20.82662417
"12876","Hawaii_Amakihi",1,-156.2418631,20.82768266
"12877","Hawaii_Amakihi",1,-156.2445876,20.66260367
"12878","Hawaii_Amakihi",1,-156.2413621,20.82883017
"12879","Hawaii_Amakihi",1,-156.2442603,20.66160535
"12881","Hawaii_Amakihi",1,-156.2438147,20.66025304
"12884","Hawaii_Amakihi",1,-156.2412929,20.76403525
"12885","Hawaii_Amakihi",1,-156.2398048,20.83208222
"12887","Hawaii_Amakihi",1,-156.2405479,20.76488996
"12889","Hawaii_Amakihi",1,-156.2397625,20.76585236
"12894","Hawaii_Amakihi",1,-156.2383513,20.76744568
"12895","Hawaii_Amakihi",1,-156.2375696,20.76873313
"12897","Hawaii_Amakihi",1,-156.2369302,20.76905687
"12898","Hawaii_Amakihi",1,-156.2368025,20.76024351
"12899","Hawaii_Amakihi",1,-156.2364005,20.76968031
"129011","Hawaii_Amakihi",1,-156.2360084,20.77012539
"12902","Hawaii_Amakihi",1,-156.2358713,20.76289178
"12903","Hawaii_Amakihi",1,-156.2356744,20.77054433
"12905","Hawaii_Amakihi",1,-156.2352748,20.76455235
"12906","Hawaii_Amakihi",1,-156.2349395,20.77189571
"12907","Hawaii_Amakihi",1,-156.2347482,20.76606057
"12908","Hawaii_Amakihi",1,-156.2343374,20.77333049
"12909","Hawaii_Amakihi",1,-156.2343549,20.76710147
"12912","Hawaii_Amakihi",1,-156.2338188,20.76860051
"12913","Hawaii_Amakihi",1,-156.2332711,20.77021671
"12915","Hawaii_Amakihi",1,-156.2327352,20.77170671
"12916","Hawaii_Amakihi",1,-156.2321258,20.78038177
"12919","Hawaii_Amakihi",1,-156.2320086,20.78260075
"12920","Hawaii_Amakihi",1,-156.2319462,20.78338518
"129221","Hawaii_Amakihi",1,-156.231552,20.78394757
"12925","Hawaii_Amakihi",1,-156.2308407,20.78452291
"12928","Hawaii_Amakihi",1,-156.2302981,20.78532666
"129311","Hawaii_Amakihi",1,-156.2298524,20.77976729
"12932","Hawaii_Amakihi",1,-156.2295095,20.78645145
"12933","Hawaii_Amakihi",1,-156.2294669,20.78089859
"12934","Hawaii_Amakihi",1,-156.2292255,20.78728646
"12935","Hawaii_Amakihi",1,-156.2277332,20.86355695
"12936","Hawaii_Amakihi",1,-156.2290379,20.78809594
"12937","Hawaii_Amakihi",1,-156.2289804,20.78230812
"12938","Hawaii_Amakihi",1,-156.2285953,20.78919922
"12939","Hawaii_Amakihi",1,-156.2285858,20.78341218
"12940","Hawaii_Amakihi",1,-156.2281503,20.78466002
"12941","Hawaii_Amakihi",1,-156.228006,20.78992999
"12942","Hawaii_Amakihi",1,-156.2278399,20.79061342
"12944","Hawaii_Amakihi",1,-156.2277772,20.78563803
"12945","Hawaii_Amakihi",1,-156.2275717,20.79162924
"12946","Hawaii_Amakihi",1,-156.2274316,20.78668871
"12947","Hawaii_Amakihi",1,-156.2268606,20.79429001
"12948","Hawaii_Amakihi",1,-156.226947,20.78798993
"12949","Hawaii_Amakihi",1,-156.226862,20.79263792
"129511","Hawaii_Amakihi",1,-156.2266223,20.79367225
"12952","Hawaii_Amakihi",1,-156.2266223,20.78895066
"12953","Hawaii_Amakihi",1,-156.2265125,20.79495244
"12954","Hawaii_Amakihi",1,-156.2264236,20.7966663
"12955","Hawaii_Amakihi",1,-156.2262883,20.79566202
"12956","Hawaii_Amakihi",1,-156.2262083,20.79741213
"12957","Hawaii_Amakihi",1,-156.2262778,20.78993816
"12958","Hawaii_Amakihi",1,-156.2259439,20.79822037
"12959","Hawaii_Amakihi",1,-156.2259539,20.79085377
"12960","Hawaii_Amakihi",1,-156.2256016,20.80013777
"12962","Hawaii_Amakihi",1,-156.2256309,20.79171522
"12963","Hawaii_Amakihi",1,-156.2252451,20.79286455
"12964","Hawaii_Amakihi",1,-156.2248595,20.80186814
"12965","Hawaii_Amakihi",1,-156.2247593,20.79422893
"12967","Hawaii_Amakihi",1,-156.2244547,20.79513581
"12968","Hawaii_Amakihi",1,-156.2239485,20.79656305
"12969","Hawaii_Amakihi",1,-156.223675,20.79734405
"129711","Hawaii_Amakihi",1,-156.2234223,20.79803511
"12972","Hawaii_Amakihi",1,-156.2230073,20.79920201
"12973","Hawaii_Amakihi",1,-156.2227434,20.79998316
"12974","Hawaii_Amakihi",1,-156.2223284,20.80115006
"12975","Hawaii_Amakihi",1,-156.2219142,20.80227183
"12976","Hawaii_Amakihi",1,-156.2214785,20.80351964
"12983","Hawaii_Amakihi",1,-156.220522,20.80437081
"12990","Hawaii_Amakihi",1,-156.2200535,20.80635837
"12993","Hawaii_Amakihi",1,-156.2196523,20.80781437
"12995","Hawaii_Amakihi",1,-156.2191214,20.80901549
"12999","Hawaii_Amakihi",1,-156.217998,20.81058616
"13002","Hawaii_Amakihi",1,-156.2167147,20.81249728
"13004","Hawaii_Amakihi",1,-156.2159126,20.81330578
"13006","Hawaii_Amakihi",1,-156.2151403,20.81405157
"13007","Hawaii_Amakihi",1,-156.2174789,20.67847269
"13008","Hawaii_Amakihi",1,-156.2144677,20.81460036
"13009","Hawaii_Amakihi",1,-156.2167465,20.67760321
"13011","Hawaii_Amakihi",1,-156.2159855,20.67672423
"13015","Hawaii_Amakihi",1,-156.2146027,20.67417406
"13016","Hawaii_Amakihi",1,-156.2119795,20.81676267
"13018","Hawaii_Amakihi",1,-156.2146123,20.6678637
"13022","Hawaii_Amakihi",1,-156.2144377,20.67007272
"13023","Hawaii_Amakihi",1,-156.2109338,20.81775677
"13027","Hawaii_Amakihi",1,-156.2104959,20.75071813
"13030","Hawaii_Amakihi",1,-156.2100397,20.75152322
"130311","Hawaii_Amakihi",1,-156.2097078,20.75234839
"13033","Hawaii_Amakihi",1,-156.2083528,20.82026056
"13034","Hawaii_Amakihi",1,-156.2092431,20.75361377
"13036","Hawaii_Amakihi",1,-156.2088162,20.75490684
"13039","Hawaii_Amakihi",1,-156.2084175,20.75623648
"13041","Hawaii_Amakihi",1,-156.2068255,20.82237525
"13042","Hawaii_Amakihi",1,-156.2080096,20.75753888
"13044","Hawaii_Amakihi",1,-156.2075543,20.75881343
"13046","Hawaii_Amakihi",1,-156.2072411,20.75966598
"13048","Hawaii_Amakihi",1,-156.2067856,20.76094955
"13050","Hawaii_Amakihi",1,-156.2062442,20.76220463
"13052","Hawaii_Amakihi",1,-156.2057408,20.76347839
"13053","Hawaii_Amakihi",1,-156.2058232,20.75847832
"13054","Hawaii_Amakihi",1,-156.2054084,20.76433062
"13056","Hawaii_Amakihi",1,-156.2050568,20.76518254
"13057","Hawaii_Amakihi",1,-156.2051131,20.76003761
"13058","Hawaii_Amakihi",1,-156.204706,20.76598933
"13059","Hawaii_Amakihi",1,-156.2047097,20.76109632
"13060","Hawaii_Amakihi",1,-156.2043139,20.76226349
"13061","Hawaii_Amakihi",1,-156.2041932,20.76725389
"13062","Hawaii_Amakihi",1,-156.2038702,20.76342085
"13063","Hawaii_Amakihi",1,-156.2037376,20.76853745
"13064","Hawaii_Amakihi",1,-156.2034446,20.7646417
"13065","Hawaii_Amakihi",1,-156.2032243,20.76982909
"13066","Hawaii_Amakihi",1,-156.2031526,20.76538625
"13067","Hawaii_Amakihi",1,-156.2026555,20.77152607
"13068","Hawaii_Amakihi",1,-156.2027304,20.76641756
"13069","Hawaii_Amakihi",1,-156.2022845,20.77238669
"13070","Hawaii_Amakihi",1,-156.2023382,20.76738617
"13071","Hawaii_Amakihi",1,-156.2017915,20.77361545
"13072","Hawaii_Amakihi",1,-156.2017677,20.76865882
"13073","Hawaii_Amakihi",1,-156.2012687,20.7748979
"13074","Hawaii_Amakihi",1,-156.2013538,20.76976249
"13075","Hawaii_Amakihi",1,-156.2009111,20.77086568
"13077","Hawaii_Amakihi",1,-156.2005273,20.77189762
"13078","Hawaii_Amakihi",1,-156.2002522,20.7774452
"13079","Hawaii_Amakihi",1,-156.2001634,20.77289376
"13081","Hawaii_Amakihi",1,-156.1995784,20.77442797
"13082","Hawaii_Amakihi",1,-156.1993691,20.78004884
"13084","Hawaii_Amakihi",1,-156.1990738,20.77576487
"13085","Hawaii_Amakihi",1,-156.1985988,20.77705711
"13086","Hawaii_Amakihi",1,-156.1984954,20.78213804
"13087","Hawaii_Amakihi",1,-156.1982164,20.77800781
"13089","Hawaii_Amakihi",1,-156.1978328,20.77903071
"13090","Hawaii_Amakihi",1,-156.1976689,20.78426412
"130911","Hawaii_Amakihi",1,-156.1974087,20.78016128
"13092","Hawaii_Amakihi",1,-156.1972804,20.78554874
"13093","Hawaii_Amakihi",1,-156.1969648,20.78132763
"13094","Hawaii_Amakihi",1,-156.1967483,20.78681295
"13095","Hawaii_Amakihi",1,-156.1965816,20.78232345
"13096","Hawaii_Amakihi",1,-156.1962453,20.78805959
"13097","Hawaii_Amakihi",1,-156.1961682,20.78340002
"13098","Hawaii_Amakihi",1,-156.1958933,20.7889205
"13099","Hawaii_Amakihi",1,-156.1958454,20.78424335
"13101","Hawaii_Amakihi",1,-156.1953698,20.78556265
"13102","Hawaii_Amakihi",1,-156.1949915,20.79148768
"13103","Hawaii_Amakihi",1,-156.1948958,20.78680073
"13104","Hawaii_Amakihi",1,-156.1945928,20.7927992
"13105","Hawaii_Amakihi",1,-156.1943914,20.78811955
"13106","Hawaii_Amakihi",1,-156.1940706,20.79404551
"13107","Hawaii_Amakihi",1,-156.1939774,20.78922319
"131121","Hawaii_Amakihi",1,-156.193302,20.79096351
"13115","Hawaii_Amakihi",1,-156.192827,20.7922467
"13120","Hawaii_Amakihi",1,-156.1923529,20.79348476
"13123","Hawaii_Amakihi",1,-156.1919387,20.79459741
"13126","Hawaii_Amakihi",1,-156.1915454,20.79562013
"13128","Hawaii_Amakihi",1,-156.1911611,20.79667008
"13132","Hawaii_Amakihi",1,-156.192725,20.70006278
"13135","Hawaii_Amakihi",1,-156.1927348,20.69535947
"13136","Hawaii_Amakihi",1,-156.1926931,20.69762476
"13137","Hawaii_Amakihi",1,-156.1926855,20.69647811
"13139","Hawaii_Amakihi",1,-156.1907767,20.79772905
"13144","Hawaii_Amakihi",1,-156.1904232,20.79867116
"13147","Hawaii_Amakihi",1,-156.1900099,20.79972966
"13148","Hawaii_Amakihi",1,-156.1897376,20.80043838
"13149","Hawaii_Amakihi",1,-156.1893839,20.80138951
"13150","Hawaii_Amakihi",1,-156.1888791,20.80272636
"13151","Hawaii_Amakihi",1,-156.1884347,20.80391072
"13152","Hawaii_Amakihi",1,-156.1879009,20.80525612
"13153","Hawaii_Amakihi",1,-156.1874868,20.80635973
"13154","Hawaii_Amakihi",1,-156.1871331,20.80731085
"13155","Hawaii_Amakihi",1,-156.1867794,20.80826198
"13156","Hawaii_Amakihi",1,-156.1865166,20.80897085
"13157","Hawaii_Amakihi",1,-156.1860727,20.81012813
"13158","Hawaii_Amakihi",1,-156.1856787,20.8111779
"13159","Hawaii_Amakihi",1,-156.1852644,20.81229052
"13164","Hawaii_Amakihi",1,-156.179373,20.75063421
"13165","Hawaii_Amakihi",1,-156.1789831,20.75147641
"13167","Hawaii_Amakihi",1,-156.1785837,20.75230942
"13169","Hawaii_Amakihi",1,-156.1781657,20.75311504
"13170","Hawaii_Amakihi",1,-156.1777759,20.75394821
"131711","Hawaii_Amakihi",1,-156.1774334,20.75481826
"13173","Hawaii_Amakihi",1,-156.1774688,20.74671202
"13176","Hawaii_Amakihi",1,-156.1771007,20.75567945
"13177","Hawaii_Amakihi",1,-156.177596,20.72019987
"13179","Hawaii_Amakihi",1,-156.1769486,20.74784998
"13180","Hawaii_Amakihi",1,-156.1767495,20.75650422
"13182","Hawaii_Amakihi",1,-156.1763316,20.75730081
"13183","Hawaii_Amakihi",1,-156.1763167,20.74932013
"13184","Hawaii_Amakihi",1,-156.1760084,20.75816215
"13186","Hawaii_Amakihi",1,-156.1757066,20.75064619
"13187","Hawaii_Amakihi",1,-156.1753715,20.75937943
"13188","Hawaii_Amakihi",1,-156.1750661,20.75206203
"13189","Hawaii_Amakihi",1,-156.1748674,20.76068014
"13190","Hawaii_Amakihi",1,-156.1745158,20.76152295
"13191","Hawaii_Amakihi",1,-156.1746251,20.75306587
"13192","Hawaii_Amakihi",1,-156.1741046,20.75422187
"13193","Hawaii_Amakihi",1,-156.1739269,20.76274102
"13194","Hawaii_Amakihi",1,-156.1736502,20.76316979
"13195","Hawaii_Amakihi",1,-156.1736338,20.75527938
"13196","Hawaii_Amakihi",1,-156.1733174,20.76403096
"13197","Hawaii_Amakihi",1,-156.1731627,20.75635494
"13198","Hawaii_Amakihi",1,-156.172738,20.76524918
"13199","Hawaii_Amakihi",1,-156.1727217,20.75735878
"13200","Hawaii_Amakihi",1,-156.1722144,20.76656761
"132011","Hawaii_Amakihi",1,-156.1722913,20.75830862
"13202","Hawaii_Amakihi",1,-156.1718631,20.76739236
"13203","Hawaii_Amakihi",1,-156.1719205,20.75915111
"13204","Hawaii_Amakihi",1,-156.1715605,20.75993058
"13205","Hawaii_Amakihi",1,-156.1711702,20.7607908
"13206","Hawaii_Amakihi",1,-156.1707889,20.76167825
"13207","Hawaii_Amakihi",1,-156.1704386,20.76244885
"13208","Hawaii_Amakihi",1,-156.170019,20.76333567
"13209","Hawaii_Amakihi",1,-156.1696179,20.76425889
"13211","Hawaii_Amakihi",1,-156.1686756,20.76640998
"13212","Hawaii_Amakihi",1,-156.1683663,20.76703681
"13213","Hawaii_Amakihi",1,-156.1679955,20.76787928
"13214","Hawaii_Amakihi",1,-156.1672896,20.76918566
"13215","Hawaii_Amakihi",1,-156.1667526,20.77018789
"13216","Hawaii_Amakihi",1,-156.1659907,20.77141208
"13217","Hawaii_Amakihi",1,-156.1657466,20.77214831
"13218","Hawaii_Amakihi",1,-156.1652304,20.77357517
"13220","Hawaii_Amakihi",1,-156.1649645,20.77444645
"132221","Hawaii_Amakihi",1,-156.1647625,20.77549934
"13223","Hawaii_Amakihi",1,-156.1644732,20.77659592
"13224","Hawaii_Amakihi",1,-156.1652118,20.73649863
"13226","Hawaii_Amakihi",1,-156.1642031,20.78129481
"13227","Hawaii_Amakihi",1,-156.1649145,20.73855201
"13228","Hawaii_Amakihi",1,-156.1641387,20.77754731
"13229","Hawaii_Amakihi",1,-156.1639789,20.78250079
"13231","Hawaii_Amakihi",1,-156.1638223,20.78368984
"13232","Hawaii_Amakihi",1,-156.1637075,20.78469903
"13233","Hawaii_Amakihi",1,-156.1637796,20.77878718
"13235","Hawaii_Amakihi",1,-156.1635508,20.78588807
"13237","Hawaii_Amakihi",1,-156.1641302,20.74047097
"13238","Hawaii_Amakihi",1,-156.1633955,20.779819
"13239","Hawaii_Amakihi",1,-156.1631701,20.78725396
"13240","Hawaii_Amakihi",1,-156.1640258,20.73937691
"13241","Hawaii_Amakihi",1,-156.1637712,20.74171085
"13242","Hawaii_Amakihi",1,-156.162738,20.78879955
"13243","Hawaii_Amakihi",1,-156.1635823,20.7405161
"13244","Hawaii_Amakihi",1,-156.1634586,20.74303275
"13245","Hawaii_Amakihi",1,-156.1625127,20.78955413
"13246","Hawaii_Amakihi",1,-156.1624108,20.79038298
"13247","Hawaii_Amakihi",1,-156.1622599,20.79126518
"13249","Hawaii_Amakihi",1,-156.1631107,20.74419156
"13257","Hawaii_Amakihi",1,-156.1631085,20.74173602
"13274","Hawaii_Amakihi",1,-156.1626157,20.74294661
"13275","Hawaii_Amakihi",1,-156.1625413,20.74539185
"13276","Hawaii_Amakihi",1,-156.1622871,20.746155
"13277","Hawaii_Amakihi",1,-156.1622341,20.74385209
"13278","Hawaii_Amakihi",1,-156.1620312,20.74700839
"13279","Hawaii_Amakihi",1,-156.1619417,20.74460558
"13280","Hawaii_Amakihi",1,-156.1618361,20.74820583
"13281","Hawaii_Amakihi",1,-156.1617597,20.74921565
"13282","Hawaii_Amakihi",1,-156.1614484,20.74584323
"13283","Hawaii_Amakihi",1,-156.1612036,20.74970298
"13284","Hawaii_Amakihi",1,-156.1610961,20.74672211
"13285","Hawaii_Amakihi",1,-156.1606651,20.75078641
"13286","Hawaii_Amakihi",1,-156.1606636,20.74778022
"13287","Hawaii_Amakihi",1,-156.1602208,20.74888328
"13288","Hawaii_Amakihi",1,-156.159986,20.75168697
"13289","Hawaii_Amakihi",1,-156.1598387,20.74981583
"13290","Hawaii_Amakihi",1,-156.1595162,20.75269029
"13291","Hawaii_Amakihi",1,-156.1593256,20.75108023
"13292","Hawaii_Amakihi",1,-156.1592336,20.7534349
"13293","Hawaii_Amakihi",1,-156.1589027,20.75213849
"13294","Hawaii_Amakihi",1,-156.1584318,20.75422508
"13295","Hawaii_Amakihi",1,-156.1582889,20.75365399
"13296","Hawaii_Amakihi",1,-156.158151,20.75538499
"13297","Hawaii_Amakihi",1,-156.1580063,20.75644784
"13298","Hawaii_Amakihi",1,-156.157818,20.75933354
"13299","Hawaii_Amakihi",1,-156.1577668,20.75745496
"13300","Hawaii_Amakihi",1,-156.1577756,20.7549274
"13301","Hawaii_Amakihi",1,-156.1576442,20.76041396
"13302","Hawaii_Amakihi",1,-156.1576617,20.75845528
"13303","Hawaii_Amakihi",1,-156.1575844,20.76155947
"13305","Hawaii_Amakihi",1,-156.1573257,20.76307181
"13306","Hawaii_Amakihi",1,-156.1572829,20.75612894
"13307","Hawaii_Amakihi",1,-156.1569002,20.75708855
"13308","Hawaii_Amakihi",1,-156.1567315,20.76354043
"13309","Hawaii_Amakihi",1,-156.1562423,20.76403787
"133101","Hawaii_Amakihi",1,-156.1562361,20.75872958
"13311","Hawaii_Amakihi",1,-156.1556924,20.76008374
"13312","Hawaii_Amakihi",1,-156.155189,20.76133925
"13313","Hawaii_Amakihi",1,-156.1547643,20.76249676
"13314","Hawaii_Amakihi",1,-156.1543395,20.76365426
"13315","Hawaii_Amakihi",1,-156.1539537,20.76477631
"13316","Hawaii_Amakihi",1,-156.1534289,20.76614881
"13317","Hawaii_Amakihi",1,-156.1529017,20.76764766
"13318","Hawaii_Amakihi",1,-156.1524785,20.76871491
"13319","Hawaii_Amakihi",1,-156.1521642,20.76961245
"13320","Hawaii_Amakihi",1,-156.1516679,20.77099444
"133211","Hawaii_Amakihi",1,-156.1505693,20.77276365
"13322","Hawaii_Amakihi",1,-156.1493715,20.77418815
"13323","Hawaii_Amakihi",1,-156.1485874,20.77505079
"13326","Hawaii_Amakihi",1,-156.1475657,20.77629765
"13329","Hawaii_Amakihi",1,-156.1474595,20.73645768
"13330","Hawaii_Amakihi",1,-156.1466036,20.77743717
"13331","Hawaii_Amakihi",1,-156.147515,20.72479509
"13334","Hawaii_Amakihi",1,-156.1475112,20.72345896
"13339","Hawaii_Amakihi",1,-156.1473394,20.71829238
"13340","Hawaii_Amakihi",1,-156.1473191,20.71937534
"13345","Hawaii_Amakihi",1,-156.1471672,20.71365842
"13347","Hawaii_Amakihi",1,-156.1471294,20.71260157
"13350","Hawaii_Amakihi",1,-156.1469169,20.70960092
"13351","Hawaii_Amakihi",1,-156.1469074,20.70857163
"13352","Hawaii_Amakihi",1,-156.1468785,20.7070455
"13355","Hawaii_Amakihi",1,-156.1468997,20.70437371
"13358","Hawaii_Amakihi",1,-156.1454411,20.77902472
"13363","Hawaii_Amakihi",1,-156.1457227,20.74258558
"13366","Hawaii_Amakihi",1,-156.1453018,20.7435355
"13367","Hawaii_Amakihi",1,-156.1445114,20.78048072
"13369","Hawaii_Amakihi",1,-156.1449419,20.74430588
"13370","Hawaii_Amakihi",1,-156.1440936,20.78125915
"13374","Hawaii_Amakihi",1,-156.1444117,20.74545258
"13375","Hawaii_Amakihi",1,-156.1434259,20.78307158
"13377","Hawaii_Amakihi",1,-156.1435878,20.7463958
"13378","Hawaii_Amakihi",1,-156.1428801,20.74728678
"13379","Hawaii_Amakihi",1,-156.1424252,20.74800141
"13380","Hawaii_Amakihi",1,-156.1419308,20.74877857
"13381","Hawaii_Amakihi",1,-156.1412691,20.7497696
"13382","Hawaii_Amakihi",1,-156.1407149,20.75066312
"13383","Hawaii_Amakihi",1,-156.140082,20.75165463
"13384","Hawaii_Amakihi",1,-156.1396758,20.75233395
"13385","Hawaii_Amakihi",1,-156.1391819,20.753075
"13386","Hawaii_Amakihi",1,-156.138737,20.75377173
"13387","Hawaii_Amakihi",1,-156.138163,20.75469199
"13388","Hawaii_Amakihi",1,-156.1375794,20.75561209
"13389","Hawaii_Amakihi",1,-156.1371645,20.75623709
"13390","Hawaii_Amakihi",1,-156.1366502,20.75705001
"13391","Hawaii_Amakihi",1,-156.1360957,20.75795253
"13392","Hawaii_Amakihi",1,-156.1360626,20.7418832
"13393","Hawaii_Amakihi",1,-156.1354627,20.75894401
"13394","Hawaii_Amakihi",1,-156.1356579,20.74298683
"13395","Hawaii_Amakihi",1,-156.1355027,20.74052878
"13396","Hawaii_Amakihi",1,-156.1353607,20.74449847
"13397","Hawaii_Amakihi",1,-156.1353273,20.74576175
"13398","Hawaii_Amakihi",1,-156.1357427,20.72064538
"13399","Hawaii_Amakihi",1,-156.1348594,20.75989085
"13400","Hawaii_Amakihi",1,-156.1350812,20.74711176
"13401","Hawaii_Amakihi",1,-156.1348747,20.74839021
"13402","Hawaii_Amakihi",1,-156.13495,20.74236116
"13403","Hawaii_Amakihi",1,-156.1347442,20.74971506
"13404","Hawaii_Amakihi",1,-156.1343646,20.76068603
"13405","Hawaii_Amakihi",1,-156.1351906,20.71224971
"13406","Hawaii_Amakihi",1,-156.1346481,20.74106521
"13407","Hawaii_Amakihi",1,-156.1345986,20.74369136
"13408","Hawaii_Amakihi",1,-156.1350139,20.72010965
"13409","Hawaii_Amakihi",1,-156.135033,20.71093811
"134111","Hawaii_Amakihi",1,-156.1340335,20.75075941
"13412","Hawaii_Amakihi",1,-156.1348767,20.70547391
"13413","Hawaii_Amakihi",1,-156.1348614,20.70424593
"13414","Hawaii_Amakihi",1,-156.1348231,20.70628549
"13415","Hawaii_Amakihi",1,-156.1348589,20.701321
"13417","Hawaii_Amakihi",1,-156.134827,20.70301762
"13418","Hawaii_Amakihi",1,-156.1347499,20.70711479
"13419","Hawaii_Amakihi",1,-156.1347216,20.7086219
"13420","Hawaii_Amakihi",1,-156.134852,20.70015634
"13421","Hawaii_Amakihi",1,-156.1336405,20.76192875
"13422","Hawaii_Amakihi",1,-156.1347892,20.69890048
"13423","Hawaii_Amakihi",1,-156.133905,20.74485335
"13424","Hawaii_Amakihi",1,-156.1339547,20.74119808
"13425","Hawaii_Amakihi",1,-156.1339192,20.74256965
"13426","Hawaii_Amakihi",1,-156.1347517,20.69783462
"13428","Hawaii_Amakihi",1,-156.1347251,20.69619118
"13429","Hawaii_Amakihi",1,-156.1342458,20.71962743
"13430","Hawaii_Amakihi",1,-156.1346491,20.69359904
"13431","Hawaii_Amakihi",1,-156.134624,20.69493469
"13432","Hawaii_Amakihi",1,-156.1330669,20.77400683
"13433","Hawaii_Amakihi",1,-156.1334635,20.75197762
"13434","Hawaii_Amakihi",1,-156.1331875,20.76355514
"13435","Hawaii_Amakihi",1,-156.1330169,20.77106307
"13436","Hawaii_Amakihi",1,-156.133439,20.74615455
"13437","Hawaii_Amakihi",1,-156.1344104,20.69200624
"13438","Hawaii_Amakihi",1,-156.1334208,20.74100863
"13439","Hawaii_Amakihi",1,-156.1343449,20.69089478
"13442","Hawaii_Amakihi",1,-156.1333206,20.74377837
"13443","Hawaii_Amakihi",1,-156.1328592,20.76518362
"13446","Hawaii_Amakihi",1,-156.1326365,20.76681385
"13448","Hawaii_Amakihi",1,-156.1329213,20.74510776
"13451","Hawaii_Amakihi",1,-156.1338462,20.68578597
"13452","Hawaii_Amakihi",1,-156.1320483,20.77965899
"13453","Hawaii_Amakihi",1,-156.133896,20.68007243
"13455","Hawaii_Amakihi",1,-156.1338546,20.68227444
"13456","Hawaii_Amakihi",1,-156.1338075,20.68478328
"13457","Hawaii_Amakihi",1,-156.1338018,20.68355546
"13458","Hawaii_Amakihi",1,-156.1326856,20.74234144
"13459","Hawaii_Amakihi",1,-156.1338358,20.6786812
"13460","Hawaii_Amakihi",1,-156.1330515,20.71884922
"13462","Hawaii_Amakihi",1,-156.1324527,20.74654432
"13463","Hawaii_Amakihi",1,-156.13243,20.74723905
"13464","Hawaii_Amakihi",1,-156.1337438,20.67591727
"13465","Hawaii_Amakihi",1,-156.1324589,20.74367371
"13467","Hawaii_Amakihi",1,-156.13212,20.74485064
"13469","Hawaii_Amakihi",1,-156.1319868,20.74835105
"13470","Hawaii_Amakihi",1,-156.1318463,20.74969378
"13472","Hawaii_Amakihi",1,-156.1315044,20.74746734
"13473","Hawaii_Amakihi",1,-156.1319051,20.71807181
"13474","Hawaii_Amakihi",1,-156.1312737,20.75104735
"13475","Hawaii_Amakihi",1,-156.1306273,20.78525927
"13477","Hawaii_Amakihi",1,-156.1311601,20.74588179
"13478","Hawaii_Amakihi",1,-156.1308407,20.7521234
"13479","Hawaii_Amakihi",1,-156.1308782,20.74861238
"13480","Hawaii_Amakihi",1,-156.1316022,20.70562699
"13481","Hawaii_Amakihi",1,-156.1308816,20.7377525
"13482","Hawaii_Amakihi",1,-156.1311567,20.71756282
"13483","Hawaii_Amakihi",1,-156.129816,20.78856775
"13484","Hawaii_Amakihi",1,-156.1302326,20.74976613
"13485","Hawaii_Amakihi",1,-156.1302817,20.7390334
"13486","Hawaii_Amakihi",1,-156.1300804,20.74664914
"13488","Hawaii_Amakihi",1,-156.1297841,20.75115788
"13489","Hawaii_Amakihi",1,-156.1304538,20.70547243
"13490","Hawaii_Amakihi",1,-156.1301997,20.71692396
"13491","Hawaii_Amakihi",1,-156.1294826,20.74781271
"13492","Hawaii_Amakihi",1,-156.1295622,20.74054701
"13494","Hawaii_Amakihi",1,-156.1290588,20.75246375
"13495","Hawaii_Amakihi",1,-156.129635,20.71990261
"13496","Hawaii_Amakihi",1,-156.1290556,20.74907844
"13497","Hawaii_Amakihi",1,-156.129422,20.71644156
"13498","Hawaii_Amakihi",1,-156.1290425,20.7274035
"13499","Hawaii_Amakihi",1,-156.1287038,20.74230203
